ident,type,name,latitude2,longitude2,iso_country,region_name,local_region,municipality,local_code
US-0971,small_airport,3 Mill Ranch Airport,30.284427,-99.473784,US,Texas,TX,Mountain Home,44XS
US-1199,small_airport,Riata Ranch Airport,30.131808,-99.293532,US,Texas,TX,Mountain Home,TE33
XA78,small_airport,Melody Ranch Airport,33.46229935,-97.07099915,US,Texas,TX,Mountain Springs,XA78
HI23,small_airport,Mountain View Airstrip,19.546359,-155.108116,US,Hawaii,HI,Mountain View,HI23
2OK5,small_airport,Ferrell Ranch Airport,34.92900085,-98.7397995,US,Oklahoma,OK,Mountain View,2OK5
OL09,small_airport,Jennings Ranch Airport,34.887924,-98.755347,US,Oklahoma,OK,Mountain View,OL09
M10,small_airport,Mountainair Municipal Airport,34.53329849,-106.223999,US,New Mexico,NM,Mountainair,M10
63OR,small_airport,Mountaindale Airport,45.61650085,-123.0459976,US,Oregon,OR,Mountaindale,63OR
SC56,small_airport,Thomason Airfield,34.36349869,-81.99320221,US,South Carolina,SC,Mountville,SC56
5LL1,small_airport,Hilvety Airport,39.65000153,-88.97509766,US,Illinois,IL,Moweaqua,5LL1
5LL2,small_airport,Paul E. Kroenlein Airport,39.60839844,-88.85839844,US,Illinois,IL,Moweaqua,5LL2
NC61,small_airport,Blackwater Airstrip,36.45940018,-76.21080017,US,North Carolina,NC,Moyock,NC61
WI24,small_airport,Cardinal Ridge Airport,42.8810997,-89.75219727,US,Wisconsin,WI,Mt Horeb,WI24
K1U2,small_airport,Mud Lake/West Jefferson County/ Airport,43.84820175,-112.4990005,US,Idaho,ID,Mud Lake,1U2
XA48,small_airport,Dreamland Airport,33.641703,-97.315708,US,Texas,TX,Muenster,XA48
US-2575,small_airport,Joseph of Cupertino STOLport,33.650697,-97.432119,US,Texas,TX,Muenster,TS20
GE04,small_airport,Mclendon Field,32.666944,-84.965556,US,Georgia,GA,Mulberry Grove,GE04
10ID,small_airport,Flat Top Airstrip,43.49440002,-113.9219971,US,Idaho,ID,Muldoon,10ID
XS24,small_airport,Cherry Spraying Service Airport,29.82970047,-97.09919739,US,Texas,TX,Muldoon,XS24
WY44,small_airport,Robbers Roost Ranch Airport,43.42658,-104.236194,US,Wyoming,WY,Mule Creek Junction,WY44
1TE0,small_airport,Locker Brothers Airport,34.26950073,-102.7170029,US,Texas,TX,Muleshoe,1TE0
US-5817,small_airport,Russell Spraying Airport,34.38972,-102.72084,US,Texas,TX,Muleshoe,
82NE,small_airport,DRC Airport,41.925195,-101.185257,US,Nebraska,NE,Mullen,82NE
44MI,small_airport,Airbatco Field,42.774235,-84.903217,US,Michigan,MI,Mulliken,44MI
7TE5,small_airport,Carlisle Airport,31.67919922,-98.66359711,US,Texas,TX,Mullin,7TE5
TA24,small_airport,Smoky Bend Ranch Airport,31.472514,-98.702014,US,Texas,TX,Mullin,TA24
TA89,small_airport,Vaughan Ranch Airport,31.5237999,-98.8003006,US,Texas,TX,Mullin,TA89
02IN,small_airport,Diamond P. Field,40.20890045,-85.540802,US,Indiana,IN,Muncie,02IN
IN56,small_airport,Carroll's Airpark,40.12689972,-85.43190002,US,Indiana,IN,Muncie,IN56
40PN,small_airport,Eagles Mere Field Airport,41.391438,-76.611179,US,Pennsylvania,PA,Muncy Valley,40PN
LL09,small_airport,Air Estates Inc Airport,42.2806015,-88.09449768,US,Illinois,IL,Mundelein,LL09
5Y7,small_airport,Hanley Field,46.35409927,-86.6210022,US,Michigan,MI,Munising,5Y7
8FD3,small_airport,Blackwater Airfield,30.87770081,-86.85440063,US,Florida,FL,Munson,8FD3
71XA,small_airport,Red Star Airport,32.352929,-95.716227,US,Texas,TX,Murchison,71XA
5LL3,small_airport,Mayhall Airport,39.76950073,-88.09529877,US,Illinois,IL,Murdock,5LL3
MY19,small_airport,Schwenk Airport,45.17079926,-95.39250183,US,Minnesota,MN,Murdock,MY19
3NE5,small_airport,MT Airfield,40.947553,-96.202597,US,Nebraska,NE,Murdock,3NE5
US-1022,small_airport,Mount Moriah Field,34.116945,-93.6965,US,Arkansas,AR,Murfreesboro,02AR
0TN5,small_airport,McDonald Airport,35.867729,-86.497907,US,Tennessee,TN,Murfreesboro,0TN5
7TN3,small_airport,Stones River Airport,35.970798,-86.393097,US,Tennessee,TN,Murfreesboro,7TN3
8TN6,small_airport,Rachel's Landing Airport,35.921579,-86.345034,US,Tennessee,TN,Murfreesboro,8TN6
TN68,small_airport,Gibson STOLport,35.768348,-86.548636,US,Tennessee,TN,Murfreesboro,TN68
TN83,small_airport,Cedar Glade Aerodrome,35.720789,-86.275016,US,Tennessee,TN,Murfreesboro,TN83
TN65,small_airport,Long Meadow Airstrip,35.66640091,-86.48529816,US,Tennessee,TN,Murfreesburg,TN65
2ID3,small_airport,Josephine Ranch Airport,42.749198,-116.674089,US,Idaho,ID,Murphy,2ID3
0ID7,small_airport,Z X Ranch Airport,43.230308,-116.763192,US,Idaho,ID,Murphy,0ID7
US-4040,small_airport,Castle Airport,42.639579,-116.986472,US,Idaho,ID,Murphy,
US-4054,small_airport,Depot Airstrip,43.260249,-116.559092,US,Idaho,ID,Murphy,
US-4063,small_airport,Triangle Airport,42.787973,-116.63694,US,Idaho,ID,Murphy,
4IL8,small_airport,Rendleman Airport,37.75630188,-89.38330078,US,Illinois,IL,Murphysboro,4IL8
28KY,small_airport,Brandon Airdrome Airport,36.57590103,-88.31340027,US,Kentucky,KY,Murray,28KY
54KY,small_airport,Rudenberg Field,36.731098,-88.2472,US,Kentucky,KY,Murray,54KY
NE82,small_airport,Nolte Farms Airport,40.93249893,-95.99949646,US,Nebraska,NE,Murray,NE82
UT11,heliport,Intermountain Medical Center Helipad,40.66025162,-111.8895264,US,Utah,UT,Murray,UT11
US-0949,small_airport,Yates Restricted Landing Area,39.533005,-90.21558,US,Illinois,IL,Murrayville,IL29
2CN3,small_airport,Tenaja Valley Airport,33.511111,-117.328611,US,California,CA,Murrieta,2CN3
US-3501,small_airport,Tenaja Ranch Airport,33.4887,-117.368,US,California,CA,Murrieta,
83OK,small_airport,Sweetbriar Airport,35.25680161,-94.57800293,US,Oklahoma,OK,Murry Spur,83OK
5AL5,small_airport,Big River Airpark,34.69110107,-87.65280151,US,Alabama,AL,Muscle Shoals,5AL5
MA55,small_airport,Muskeget Island Airport,41.33480072,-70.29949951,US,Massachusetts,MA,Muskeget Island,MA55
0WI6,small_airport,Simandl Field/Private Airport,42.87360001,-88.15789795,US,Wisconsin,WI,Muskego,0WI6
CT48,small_airport,Wychwood Field,41.4367981,-71.92539978,US,Connecticut,CT,Mystic,CT48
SAND,small_airport,Sandwash Backcountry Strip,39.830814,-109.928892,US,Utah,UT,Myton,
HI25,small_airport,Kaalaiki Airstrip,19.122507,-155.578398,US,Hawaii,HI,Naalehu,HI25
IBN,small_airport,Devils Mountain Lodge Airport,62.40179825,-142.9949951,US,Alaska,AK,Nabesna,IBN
76Z,small_airport,Nakeen Airport,58.931892,-157.044775,US,Alaska,AK,Nakeen,76Z
4AK9,small_airport,Tibbetts Airport,58.732899,-157.015975,US,Alaska,AK,Naknek,4AK9
ID79,small_airport,Sky Ranch South Airport,43.50830078,-116.6679993,US,Idaho,ID,Nampa,ID79
38ID,small_airport,Sky Ranch North Airport,43.50944444,-116.6679167,US,Idaho,ID,Nampa,38ID
MD55,small_airport,Holly Springs Farm Airport,38.39759827,-77.18609619,US,Maryland,MD,Nanjemoy,MD55
AK07,small_airport,Dog Fish Bay Airport,59.246222,-151.875,US,Alaska,AK,Nanwalek,AK07
4AK8,small_airport,Napaimute Pioneer Airfield,61.53630066,-158.7389984,US,Alaska,AK,Napaimute,4AK8
PAPK,small_airport,Napaskiak Airport,60.70289993,-161.7779999,US,Alaska,AK,Napaskiak,PKA
71ME,small_airport,Twin Eagles Airport,43.96689987,-70.60109711,US,Maine,ME,Naples,71ME
6H4,small_airport,Van Wagnen Airport,42.15639877,-84.33439636,US,Michigan,MI,Napoleon,6H4
K5B5,small_airport,Napoleon Municipal Airport,46.4944,-99.760101,US,North Dakota,ND,Napoleon,5B5
NM52,small_airport,Camco Ranch Airport,35.574822,-103.281956,US,New Mexico,NM,Nara Visa,NM52
K5C3,small_airport,Nary National Shefland Field,47.373603,-94.798781,US,Minnesota,MN,Nary,5MN1
WA01,small_airport,Wirkkala Airport,46.35620117,-123.8150024,US,Washington,WA,Naselle,WA01
7OI9,small_airport,Massengill Airport,40.06900024,-82.13600159,US,Ohio,OH,Nashport,7OI9
KM77,small_airport,Howard County Airport,33.99670029,-93.83809662,US,Arkansas,AR,Nashville,M77
1GA8,small_airport,South One Ten Airport,31.17849922,-83.22650146,US,Georgia,GA,Nashville,1GA8
K4J2,small_airport,Berrien County Airport,31.21260071,-83.2263031,US,Georgia,GA,Nashville,4J2
TN73,small_airport,Doc Jones Field,36.32339859,-86.95939636,US,Tennessee,TN,Nashville,TN73
TN79,small_airport,Oakley Airport,36.17229843,-86.95970154,US,Tennessee,TN,Nashville,TN79
TN97,small_airport,Triune Airfield,35.80690002,-86.61219788,US,Tennessee,TN,Nashville,TN97
US-6555,small_airport,Hiawatha Sportsmans Club Airport,46.127744,-85.46724,US,Michigan,MI,Naubinway,MI69
06IS,small_airport,Sinele Strip,40.54639816,-91.27429962,US,Illinois,IL,Nauvoo,06IS
38IS,small_airport,Winchester Airport,40.58200073,-91.35849762,US,Illinois,IL,Nauvoo,38IS
9IS0,small_airport,Cedar Ridge Airport,40.54309845,-91.33070374,US,Illinois,IL,Nauvoo,9IS0
K1V0,small_airport,Navajo Lake Airport,36.80830002,-107.651001,US,New Mexico,NM,Navajo Dam,1V0
04UT,small_airport,Navajo Mountain Airport,37.006689,-110.794701,US,Utah,UT,Navajo Mountain,04UT
1J9,small_airport,Fort Walton Beach Airport,30.40629959,-86.82910156,US,Florida,FL,Navarre,1J9
TS87,small_airport,Bridle Ridge Airport,30.41799927,-96.07939911,US,Texas,TX,Navasota,TS87
19AR,small_airport,Naylor field,35.15670013,-92.22419739,US,Arkansas,AR,Naylor,19AR
GE01,small_airport,Christians Folly Airport,30.930423,-83.079386,US,Georgia,GA,Naylor,GE01
PA68,small_airport,Bugs Airport,40.712943,-75.308055,US,Pennsylvania,PA,Nazareth,PA68
6NR6,small_airport,Patton Valley Airport,35.662518,-81.873239,US,North Carolina,NC,Nebo,6NR6
67WI,small_airport,Accurate Airport,43.97109985,-89.99710083,US,Wisconsin,WI,Necedah,67WI
NA67,small_airport,Horsley Airstrip,48.98389816,-97.46450043,US,North Dakota,ND,Neche,NA67
US-1646,small_airport,Havasu Palms Airstrip,34.394764,-114.280815,US,California,CA,Needles,
87TE,small_airport,Rose Field Airport,29.45190048,-95.8655014,US,Texas,TX,Needville,87TE
XS25,small_airport,Flying C Ranch Airport,29.38470078,-95.68299866,US,Texas,TX,Needville,XS25
0WI7,small_airport,With Wings And A Halo Airport,44.13359833,-88.4992981,US,Wisconsin,WI,Neenah,0WI7
79C,small_airport,Brennand Airport,44.159078,-88.561858,US,Wisconsin,WI,Neenah,79C
55WI,small_airport,Cranmoor Airstrip,44.31800079,-89.96869659,US,Wisconsin,WI,Nekoosa,55WI
91WI,small_airport,Gottschalk Field,44.29389954,-90.03209686,US,Wisconsin,WI,Nekoosa,91WI
VG22,small_airport,Rockfish Airport,37.878819,-78.893558,US,Virginia,VA,Nellysford,VG22
7NK1,small_airport,Deer Run Air Field,42.94309998,-75.75360107,US,New York,NY,Nelson,7NK1
PAOU,small_airport,Nelson Lagoon Airport,56.00749969,-161.1600037,US,Alaska,AK,Nelson Lagoon,OUL
US-3143,small_airport,Davis Airport,42.499741,-95.066805,US,Iowa,IA,Nemaha,IA26
2SD0,small_airport,Paradise Valley Airport,44.16360092,-103.4789963,US,South Dakota,SD,Nemo,2SD0
6LL0,small_airport,Williamson Airport,39.31890106,-88.42500305,US,Illinois,IL,Neoga,6LL0
0NJ5,small_airport,Fla-Net Airport,40.88589859,-74.70570374,US,New Jersey,NJ,Netcong,0NJ5
3TE3,small_airport,Lazy Dog Ranch Airpark,33.074013,-96.432,US,Texas,TX,Nevada,3TE3
KM72,small_airport,New Albany Union County Airport,34.54869843,-89.02420044,US,Mississippi,MS,New Albany,M72
PN66,small_airport,Dunlea Airpark,40.42559814,-79.36360168,US,Pennsylvania,PA,New Alexandria,PN66
6LL4,small_airport,Wildy Field,38.26750183,-89.89179993,US,Illinois,IL,New Athens,6LL4
83LL,small_airport,Lindauer Airport,38.30360031,-89.85510254,US,Illinois,IL,New Athens,83LL
LL26,small_airport,Schaller Airport,38.27500153,-89.87090302,US,Illinois,IL,New Athens,LL26
73WI,small_airport,Vetterkind Strip,45.239715,-91.507296,US,Wisconsin,WI,New Auburn,73WI
US-0128,small_airport,Flying O Airport,45.17969894,-91.51820374,US,Wisconsin,WI,New Auburn,
6LL5,small_airport,Smith Restricted Landing Area,39.78950119,-89.99120331,US,Illinois,IL,New Berlin,6LL5
IL24,small_airport,Richardson Airport,39.70750046,-89.88310242,US,Illinois,IL,New Berlin,IL24
IL97,small_airport,Springfield Southwest Airpark,39.73699951,-89.80979919,US,Illinois,IL,New Berlin,IL97
TE67,small_airport,Cibolo Sea-Willo Airpark,29.42910004,-98.13169861,US,Texas,TX,New Berlin,TE67
9WI4,small_airport,Faken Airport,42.97859955,-88.13480377,US,Wisconsin,WI,New Berlin,9WI4
NC20,small_airport,Canaan Air Base,35.08727264,-77.16246796,US,North Carolina,NC,New Bern,NC20
US-0015,heliport,Canaan Air Base Heliport,35.09220123,-83.16860199,US,North Carolina,NC,New Bern,
0PN4,small_airport,Kitner Airport,40.41289902,-77.24140167,US,Pennsylvania,PA,New Bloomfield,0PN4
69LL,small_airport,Maas Airstrip,41.288707,-91.050385,US,Illinois,IL,New Boston,69LL
5MO9,small_airport,Oak Ridge Farms Airport,39.982498,-92.864403,US,Missouri,MO,New Boston,5MO9
NH60,small_airport,Huff Memorial Airport,42.958877,-71.653126,US,New Hampshire,NH,New Boston,NH60
70XA,small_airport,Looney Airstrip,33.392714,-94.441422,US,Texas,TX,New Boston,70XA
MA89,small_airport,B&B Farm Airport,42.34609985,-72.10389709,US,Massachusetts,MA,New Braintree,MA89
48TS,small_airport,Fox Airport,29.66769981,-98.19889832,US,Texas,TX,New Braunfels,48TS
5TS8,small_airport,Bear Creek Ranch Airport,29.80859947,-98.27249908,US,Texas,TX,New Braunfels,5TS8
77TS,small_airport,Flying R Ranch Airport,29.79940033,-98.08499908,US,Texas,TX,New Braunfels,77TS
9TA1,small_airport,Hilltop Ranch Airport,29.65859985,-98.13780212,US,Texas,TX,New Braunfels,9TA1
57XA,small_airport,Ausmus Airport,29.858333,-98.114722,US,Texas,TX,New Braunfels,57XA
US-5436,small_airport,RT-415 Landing Strip,31.52705,-85.85731,US,Alabama,AL,New Brockton,
US-5437,small_airport,RT-416 Landing Strip,31.53583,-85.84708,US,Alabama,AL,New Brockton,
US-5439,small_airport,RT-337 Landing Strip,31.44336,-85.86206,US,Alabama,AL,New Brockton,
IN93,small_airport,Hustons Airport,41.7120018,-86.43280029,US,Indiana,IN,New Carlisle,IN93
12KY,small_airport,John M. Foree Airport,38.46030045,-85.16860199,US,Kentucky,KY,New Castle,12KY
85KY,small_airport,Deer Run Airpark,38.47029877,-85.13860321,US,Kentucky,KY,New Castle,85KY
VG19,small_airport,Sawyer Airport,37.990522,-75.592872,US,Virginia,VA,New Church,VG19
5CN4,small_airport,Vosburgh Airfield,34.9225,-119.57118,US,California,CA,New Cuyama,5CN4
US-3658,small_airport,Ballinger Canyon Airport,34.88565,-119.46628,US,California,CA,New Cuyama,
1PA5,small_airport,Beaver Creek Ultralightport,40.830244,-80.413678,US,Pennsylvania,PA,New Galilee,1PA5
PN68,small_airport,Jackson Airport,40.90090179,-80.36810303,US,Pennsylvania,PA,New Galilee,PN68
54ME,small_airport,Cliff Dow Airport,43.949444,-70.320278,US,Maine,ME,New Gloucester,54ME
1Y5,small_airport,New Hampton Municipal Airport,43.08720016,-92.34320068,US,Iowa,IA,New Hampton,1Y5
7IA7,small_airport,Mitchell Field,43.08359909,-92.30999756,US,Iowa,IA,New Hampton,7IA7
15IN,small_airport,Bugtown Airport,38.15060043,-87.84030151,US,Indiana,IN,New Harmony,15IN
2UT5,small_airport,Charlevoix Airport,37.447504,-113.247102,US,Utah,UT,New Harmony,2UT5
04II,small_airport,Turkey Run Airport,41.13059998,-84.99410248,US,Indiana,IN,New Haven,04II
05II,small_airport,Reichhart Airport,41.02870178,-84.99720001,US,Indiana,IN,New Haven,05II
56IN,small_airport,Casad Industrial Park Airport,41.07920074,-84.94270325,US,Indiana,IN,New Haven,56IN
TX01,small_airport,New Home Airport,33.3083992,-101.9100037,US,Texas,TX,New Home,TX01
TN50,small_airport,Indian Hill Farm Airport,34.99150085,-85.65080261,US,Tennessee,TN,New Hope,TN50
LS38,small_airport,Richard's Airport,30.01309967,-91.86920166,US,Louisiana,LA,New Iberia,LS38
41PA,small_airport,Deitch Airport,40.25790024,-77.08139801,US,Pennsylvania,PA,New Kingstown,41PA
06OI,small_airport,Green Acres Airport,39.73479843,-84.38220215,US,Ohio,OH,New Lebanon,06OI
1OI6,small_airport,Stone Airport,39.77009964,-84.41660309,US,Ohio,OH,New Lebanon,1OI6
9IN2,small_airport,New Liberty Field,38.55830002,-85.86530304,US,Indiana,IN,New Liberty,9IN2
US-6790,small_airport,Founding Fathers Field,39.77218,-75.910839,US,Pennsylvania,PA,New London,PN39
9VA4,small_airport,Franwood Farms Inc. Airport,38.6908989,-78.62950134,US,Virginia,VA,New Market,9VA4
75D,small_airport,P W Johnson Memorial Airport,39.68399811,-80.86229706,US,West Virginia,WV,New Martinsville,75D
6LL6,small_airport,Fischer's RLA Restricted Landing Area,38.49169922,-89.66339874,US,Illinois,IL,New Memphis,6LL6
CT51,small_airport,Docktors Field,41.53340149,-73.41619873,US,Connecticut,CT,New Milford,CT51
6PS8,small_airport,Tyler Airport,41.820464,-75.69859,US,Pennsylvania,PA,New Milford,6PS8
51PA,small_airport,Lamberson Airport,39.88339996,-77.08300018,US,Pennsylvania,PA,New Oxford,51PA
71PN,small_airport,Schulteis Field,39.91815,-77.045533,US,Pennsylvania,PA,New Oxford,71PN
47CO,small_airport,Mile Hi Airport,40.90000153,-104.8339996,US,Colorado,CO,New Raymer,47CO
CO06,small_airport,Wirth Field,40.5135994,-103.9120026,US,Colorado,CO,New Raymer,CO06
45OH,small_airport,Boober Airport,38.975994,-84.219511,US,Ohio,OH,New Richmond,45OH
14WI,heliport,Cylon Heliport,45.136944,-92.376667,US,Wisconsin,WI,New Richmond,14WI
0LS7,small_airport,Morgan Field,30.6128006,-91.48419952,US,Louisiana,LA,New Roads,0LS7
K8J7,small_airport,Tomlinson Field,47.69639969,-99.1312027,US,North Dakota,ND,New Rockford,8J7
NA44,small_airport,Georgeson Farm Strip,47.65420151,-99.1595993,US,North Dakota,ND,New Rockford,NA44
3FA7,small_airport,Flying 4 Ranch Airport,29.042662,-81.05695,US,Florida,FL,New Smyrna Beach,3FA7
K05D,small_airport,New Town Municipal Airport,47.966996,-102.477997,US,North Dakota,ND,New Town,05D
3IN6,small_airport,Holloway Field,38.588333,-85.505833,US,Indiana,IN,New Washington,3IN6
XS09,small_airport,Estates Airpark,30.53750038,-95.43640137,US,Texas,TX,New Waverly,XS09
US-6260,small_airport,Sandy Creek Airport,30.569528,-95.482361,US,Texas,TX,New Waverly,73TX
2IN9,small_airport,Berry Field,39.56669998,-86.11810303,US,Indiana,IN,New Whiteland,2IN9
5II2,small_airport,Miles Field,39.55979919,-86.13500214,US,Indiana,IN,New Whiteland,5II2
7II0,small_airport,Porter Field,39.56200027,-86.11250305,US,Indiana,IN,New Whiteland,7II0
92PN,small_airport,Bartsch Airport,41.067761,-80.294727,US,Pennsylvania,PA,New Wilmington,92PN
5II1,small_airport,Layne Field,39.78279877,-86.61750031,US,Indiana,IN,New Winchester,5II1
MD56,small_airport,Three J Airport,39.56900024,-77.12139893,US,Maryland,MD,New Windsor,MD56
25Y,small_airport,New York Mills Municipal Airport,46.50220108,-95.33750153,US,Minnesota,MN,New York Mills,25Y
4MN1,small_airport,Hintzman Private Airport,46.65098,-95.354874,US,Minnesota,MN,New York Mills,4MN1
IS41,small_airport,Vogen Restricted Landing Area,41.46089935,-88.59200287,US,Illinois,IL,Newark,IS41
5NK1,small_airport,Toggenburg Farms Airport,43.111752,-77.052231,US,New York,NY,Newark,5NK1
US-0755,small_airport,Flyers Park Airport,40.154066,-82.306906,US,Ohio,OH,Newark,OH20
28OR,small_airport,Parrett Mountain Airport,45.47900009,-122.2340012,US,Oregon,OR,Newberg,28OR
73OR,small_airport,Ribbon Ridge Airport,45.370283,-123.0659,US,Oregon,OR,Newberg,73OR
74OR,small_airport,Stan Jost Airport,45.32369995,-123.0189972,US,Oregon,OR,Newberg,74OR
US-0951,small_airport,Two Hearted Airstrip,46.693345,-85.422095,US,Michigan,MI,Newberry,6Y5
19SC,small_airport,Sexton Airport,34.353833,-81.802358,US,South Carolina,SC,Newberry,19SC
KEOE,small_airport,Newberry County Airport,34.30929947,-81.63970184,US,South Carolina,SC,Newberry,EOE
2GA0,small_airport,Kennedy Intranational Airport,33.5265007,-83.63800049,US,Georgia,GA,Newborn,2GA0
0MD2,small_airport,Squier Landing Airport,38.287781,-76.867575,US,Maryland,MD,Newburg,0MD2
MD06,small_airport,Pilots Cove Airport,38.336764,-76.88058,US,Maryland,MD,Newburg,MD06
US-5687,small_airport,Nyce Airport,38.35103,-76.86327,US,Maryland,MD,Newburg,
2ND7,small_airport,Johnson Airport,48.75170135,-100.814003,US,North Dakota,ND,Newburg,2ND7
6NA6,small_airport,Marsh Brothers Airstrip,48.61920166,-100.9779968,US,North Dakota,ND,Newburg,6NA6
6NA7,small_airport,Kersten Brothers Airport,48.7303009,-100.9219971,US,North Dakota,ND,Newburg,6NA7
94ND,small_airport,Michael Zurcher Farm Strip,48.66590118,-100.9179993,US,North Dakota,ND,Newburg,94ND
0PN7,small_airport,Drillmore Acres Airport,40.12829971,-77.63140106,US,Pennsylvania,PA,Newburg,0PN7
US-0906,small_airport,Derick Ultralight Flightpark,40.194217,-77.518326,US,Pennsylvania,PA,Newburg,PA07
WV53,small_airport,Larew Airport,39.37200165,-79.89279938,US,West Virginia,WV,Newburg,WV53
18WV,small_airport,Lynn Airport,39.41,-79.856667,US,West Virginia,WV,Newburg,18WV
ME74,small_airport,Miller's Field,44.74950027,-68.98139954,US,Maine,ME,Newburgh,ME74
40OH,small_airport,Bucks Airport,41.450479,-81.234512,US,Ohio,OH,Newbury Township,40OH
2OK7,small_airport,Cole Landing Area Airport,35.25839996,-97.66280365,US,Oklahoma,OK,Newcastle,2OK7
76OK,small_airport,Odom's Roost Airport,35.282739,-97.61982,US,Oklahoma,OK,Newcastle,76OK
KECS,small_airport,Mondell Field,43.885399,-104.318001,US,Wyoming,WY,Newcastle,ECS
